what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1373434965182
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1373434965183
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1373434965183
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1373434965189
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1373434965240
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1373434965241
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1373434965242
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1373434965242
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1373434965243
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1373434965243
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.core",1373434965244
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.ui",1373434965245
started,bundle,org.eclipse.mylyn.commons.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.core",1373434965245
started,bundle,org.eclipse.mylyn.commons.net,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.net",1373434965246
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.core",1373434965246
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.feed",1373434965247
started,bundle,org.eclipse.mylyn.commons.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.ui",1373434965247
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.workbench",1373434965248
started,bundle,org.eclipse.mylyn.context.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.core",1373434965248
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.tasks.ui",1373434965249
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.monitor.ui",1373434965249
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui",1373434965250
started,bundle,org.eclipse.mylyn.team.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.team.ui",1373434965251
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1373434965252
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1373434965252
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1373434965253
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1373434965254
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1373434965255
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1373434965256
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1373434965256
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1373434965257
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1373434965258
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1373434965258
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1373434965259
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1373434965259
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1373434965260
started,bundle,org.eclipse.wb.discovery.core,1.5.2.r37x201303061516,"org.eclipse.wb.discovery.core",1373434965261
started,bundle,org.tigris.subversion.clientadapter,1.8.5,"org.tigris.subversion.clientadapter",1373434965261
started,bundle,org.tigris.subversion.subclipse.core,1.8.21,"org.tigris.subversion.subclipse.core",1373434965262
started,bundle,org.tigris.subversion.subclipse.ui,1.8.21,"org.tigris.subversion.subclipse.ui",1373434965263
os,sysinfo,,,"win32",1373434965267
arch,sysinfo,,,"x86_64",1373434965267
ws,sysinfo,,,"win32",1373434965267
locale,sysinfo,,,"es_ES",1373434965267
processors,sysinfo,,,"3",1373434965267
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1373434965267
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1373434965267
java.specification.name,sysinfo,,,"Java Platform API Specification",1373434965267
java.specification.vendor,sysinfo,,,"Oracle Corporation",1373434965267
java.specification.version,sysinfo,,,"1.7",1373434965267
java.vendor,sysinfo,,,"Oracle Corporation",1373434965267
java.version,sysinfo,,,"1.7.0_02",1373434965267
java.vm.info,sysinfo,,,"mixed mode",1373434965267
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1373434965267
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1373434965267
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1373434965267
java.vm.specification.version,sysinfo,,,"1.7",1373434965267
java.vm.vendor,sysinfo,,,"Oracle Corporation",1373434965267
java.vm.version,sysinfo,,,"22.0-b10",1373434965267
started,bundle,org.eclipse.wb.discovery.ui,1.5.2.r37x201303061516,"org.eclipse.wb.discovery.ui",1373434965580
error,log,,,"Failed to load properties file for project 'cuboc-android'",1373434966031
error,log,,,"Failed to load properties file for project 'gdx-invaders-android'",1373434966031
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373434966032
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373434966032
error,log,,,"Failed to load properties file for project 'metagun-android'",1373434966033
error,log,,,"Failed to load properties file for project 'model-loaders-android'",1373434966033
error,log,,,"Failed to load properties file for project 'pax-britannica-android'",1373434966034
error,log,,,"Failed to load properties file for project 'superjumper-android'",1373434966034
error,log,,,"Failed to load properties file for project 'very-angry-robots-android'",1373434966035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373434986739
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1373435026316
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.9.2,"org.tigris.subversion.clientadapter.javahl",1373435026316
error,log,,,"",1373435026482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373435026515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1373435026530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1373435026530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373435032716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373435033815
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373435033889
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1373435047752
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1373435047753
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1373435047753
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1373435047754
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1373435047755
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1373435047755
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1373435047763
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1373435047765
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1373441306311
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1373441306336
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1373441306337
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1373441306337
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1373441306338
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1373441306339
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1373441306340
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1373441306341
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1373441306341
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1373441306342
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1373441306343
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1373441306343
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1373441306344
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1373441306345
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1373441306345
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1373441306346
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1373441306346
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1373441306347
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1373441306348
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1373441306349
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1373441306349
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1373441306350
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1373441306351
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1373441306352
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1373441306353
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1373441306353
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1373441306468
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1373441306470
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1373441306472
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1373441306474
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1373441306475
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1373441306476
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1373441306477
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1373441306477
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1373441306478
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1373441306479
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1373441306508
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1373441306509
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1373441306550
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1373441306551
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1373441306552
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1373441306568
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1373441306569
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1373441306570
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1373441306570
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1373441306571
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1373441306571
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1373441306572
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1373441306573
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1373441306573
started,bundle,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.adt",1373441306574
started,bundle,com.android.ide.eclipse.base,22.0.0.v201305140200--675183,"com.android.ide.eclipse.base",1373441306574
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1373441306575
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1373441306575
started,bundle,com.vectrace.MercurialEclipse,2.0.0.v201210091230,"com.vectrace.MercurialEclipse",1373441306681
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1373441306682
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1373441306683
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1373441306683
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1373441306684
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1373441306685
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1373441306685
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1373441306686
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1373441306686
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1373441306687
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1373441306687
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1373441306687
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1373441306688
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1373441306688
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1373441306689
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1373441306689
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1373441306690
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1373441306690
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1373441306691
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1373441306691
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1373441306810
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1373441306811
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1373441306811
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1373441306812
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1373441306887
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1373441306888
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1373441306959
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1373441306969
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1373441306981
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1373441306983
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1373441306983
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.core",1373441306984
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.ui",1373441306984
started,bundle,org.eclipse.mylyn.commons.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.core",1373441306996
started,bundle,org.eclipse.mylyn.commons.net,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.net",1373441306996
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.core",1373441307011
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.feed",1373441307011
started,bundle,org.eclipse.mylyn.commons.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.ui",1373441307012
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.workbench",1373441307013
started,bundle,org.eclipse.mylyn.context.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.core",1373441307013
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.tasks.ui",1373441307014
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.monitor.ui",1373441307014
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui",1373441307177
started,bundle,org.eclipse.mylyn.team.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.team.ui",1373441307178
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1373441307179
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1373441307180
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1373441307181
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1373441307181
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1373441307182
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1373441307196
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1373441307196
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1373441307197
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1373441307198
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1373441307198
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1373441307199
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1373441307200
started,bundle,org.eclipse.wb.discovery.core,1.5.2.r37x201303061516,"org.eclipse.wb.discovery.core",1373441307201
started,bundle,org.tigris.subversion.clientadapter,1.8.5,"org.tigris.subversion.clientadapter",1373441307217
started,bundle,org.tigris.subversion.subclipse.core,1.8.21,"org.tigris.subversion.subclipse.core",1373441307235
started,bundle,org.tigris.subversion.subclipse.ui,1.8.21,"org.tigris.subversion.subclipse.ui",1373441307246
os,sysinfo,,,"win32",1373441307251
arch,sysinfo,,,"x86_64",1373441307251
ws,sysinfo,,,"win32",1373441307251
locale,sysinfo,,,"es_ES",1373441307251
processors,sysinfo,,,"3",1373441307251
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1373441307251
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1373441307251
java.specification.name,sysinfo,,,"Java Platform API Specification",1373441307251
java.specification.vendor,sysinfo,,,"Oracle Corporation",1373441307251
java.specification.version,sysinfo,,,"1.7",1373441307251
java.vendor,sysinfo,,,"Oracle Corporation",1373441307251
java.version,sysinfo,,,"1.7.0_02",1373441307251
java.vm.info,sysinfo,,,"mixed mode",1373441307251
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1373441307251
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1373441307251
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1373441307251
java.vm.specification.version,sysinfo,,,"1.7",1373441307251
java.vm.vendor,sysinfo,,,"Oracle Corporation",1373441307251
java.vm.version,sysinfo,,,"22.0-b10",1373441307251
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1373441311221
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1373441311222
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1373441311571
started,bundle,org.eclipse.wb.discovery.ui,1.5.2.r37x201303061516,"org.eclipse.wb.discovery.ui",1373441312695
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373441314149
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373441314152
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373441320164
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373441320167
error,log,,,"Failed to load properties file for project 'metagun-android'",1373441320173
error,log,,,"Failed to load properties file for project 'metagun-android'",1373441320176
error,log,,,"Failed to load properties file for project 'model-loaders-android'",1373441320183
error,log,,,"Failed to load properties file for project 'model-loaders-android'",1373441320186
error,log,,,"Failed to load properties file for project 'pax-britannica-android'",1373441320194
error,log,,,"Failed to load properties file for project 'pax-britannica-android'",1373441320197
error,log,,,"Failed to load properties file for project 'superjumper-android'",1373441320202
error,log,,,"Failed to load properties file for project 'superjumper-android'",1373441320205
error,log,,,"Failed to load properties file for project 'very-angry-robots-android'",1373441320211
error,log,,,"Failed to load properties file for project 'very-angry-robots-android'",1373441320214
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1373441320362
error,log,,,"Failed to load properties file for project 'cuboc-android'",1373441327932
error,log,,,"Failed to load properties file for project 'gdx-invaders-android'",1373441327934
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373441327935
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373441327939
error,log,,,"Failed to load properties file for project 'metagun-android'",1373441327941
error,log,,,"Failed to load properties file for project 'model-loaders-android'",1373441327942
error,log,,,"Failed to load properties file for project 'pax-britannica-android'",1373441327944
error,log,,,"Failed to load properties file for project 'superjumper-android'",1373441327945
error,log,,,"Failed to load properties file for project 'very-angry-robots-android'",1373441327947
error,log,,,"Failed to load properties file for project 'cuboc-android'",1373441351179
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1373441351181
error,log,,,"Failed to load properties file for project 'cuboc-android'",1373441351185
error,log,,,"Failed to load properties file for project 'gdx-invaders-android'",1373441351246
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1373441351247
error,log,,,"Failed to load properties file for project 'gdx-invaders-android'",1373441351249
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373441351251
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1373441351252
error,log,,,"Failed to load properties file for project 'gdx-remote'",1373441351252
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373441351269
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1373441351270
error,log,,,"Failed to load properties file for project 'gdx-vectorpinball-android'",1373441351270
error,log,,,"Failed to load properties file for project 'metagun-android'",1373441351271
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1373441351272
